Hotel_Name,Location,Place,Population,Price,Discount,Rating,Air Conditioning,Minimum_Stay
Flagship Hmb Guest House Near Salt Lake,"Sector II Salt lake water tank no 8, Kolkata",Kolkata,19356000,1660,64% off,7,YES,4
Flagship Hotel Red Rose Near Noapara Metro Station,"Dum Dum, Kolkata",Kolkata,19356000,1334,65% off,141,YES,3
OYO Townhouse 444 Heera Holiday Inn Near St. Thomas's Church,"51,Elliot Road Park Street Near Assembly Of God Church Adjacent 144668:1076985",Kolkata,19356000,1156,68% off,141,YES,4
Collection O Kyd Guest House Near Indian Museum,"700001, Kolkata",Kolkata,19356000,1698,65% off,34,YES,10
SPOT ON 812338 Om Palace Guest House,"Near Jalsaghar Netaji Nagar, Kolkata",Kolkata,19356000,2082,65% off,35,YES,4
OYO Ma Kali Guest House Near City Centre Salt Lake,"Near FD Block, Bidhannagar, Kolkata",Kolkata,19356000,1329,65% off,428,YES,3
OYO Flagship 90803 Sweet Grove,"Sector V, Kolkata",Kolkata,19356000,626,79% off,394,NO,10
OYO The Olive Near City Centre Salt Lake,"Near Bus Stand, Anandaloke Hospital, Cl Block, Kolkata",Kolkata,19356000,1308,65% off,621,YES,10
OYO Hotel Maruti Lodging,"Above Reliance Trends, Raghunathpur, Kolkata",Kolkata,19356000,599,82% off,158,NO,9
Flagship Kalighat,"Near Raja Santosh Road, Alipore, Kolkata",Kolkata,19356000,599,77% off,42,NO,2
Collection O 811014 Hotel Wow,"SALT LAKE, Kolkata",Kolkata,19356000,949,68% off,61,NO,3
OYO Flagship 805260 Saltlake Palace,"Salt Lakenull, Kolkata",Kolkata,19356000,1252,67% off,8,YES,1
Flagship Amaris Stay Hub Near Science City,"171D/1F/2, 49 Picnic Garden Road, VIP Bazar, Off EM Bypass, Near Science City",Kolkata,19356000,699,80% off,80,NO,8
Flagship Nayak Palace Inn Near Birla Mandir,"Ballygunge, Kolkata",Kolkata,19356000,1099,67% off,343,NO,1
OYO Hotel Nest Near St. Thomas's Church,"Near Bata More, Royd Street, Kolkata",Kolkata,19356000,1437,67% off,5,YES,3
OYO Flagship 76211 Honey Regency Near City Centre Salt Lake,"E C Block, Kolkata",Kolkata,19356000,850,67% off,334,NO,4
Collection O 81128 Enigma,"Ballygunge, Kolkata",Kolkata,19356000,1087,67% off,55,NO,4
OYO Flagship 812161 Hotel Asha Inn,"BIDHANNAGAR, Kolkata",Kolkata,19356000,729,67% off,195,NO,7
Collection O Kyd Guest House Near Indian Museum,"700001, Kolkata",Kolkata,19356000,925,67% off,209,NO,2
Flagship Hotel Red Rose Near Noapara Metro Station,"Dum Dum, Kolkata",Kolkata,19356000,815,67% off,74,NO,7
OYO Townhouse 444 Heera Holiday Inn Near St. Thomas's Church,"51,Elliot Road Park Street Near Assembly Of God Church Adjacent 144668:1076985",Kolkata,19356000,811,67% off,245,NO,4
Flagship Swastik Inn Near South City Mall,"Poddar Nagar, Kolkata",Kolkata,19356000,1441,67% off,260,YES,3
OYO Flagship 76629 Bimla Regency Near Noapara Metro Station,"Police Station, Dum Dum, Kolkata",Kolkata,19356000,929,67% off,604,NO,8
OYO Flagship 812443 MRS Inn,"Sector III, Kolkata",Kolkata,19356000,1199,57% off,3,YES,9
OYO Padmavati Projects Pvt Ltd Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",Kolkata,19356000,749,89% off,6,NO,1
OYO Pallyshree Guest House,"Jyangra Sani Mandir, Baguiati Jora Mandir Chinar Park VIP Road Raghunathpur, Kolkata International Airport",Kolkata,19356000,616,89% off,7,NO,5
Oyo Townhouse 92944 Hotel Pan Asia International,"Jatin Das Road, Kolkata",Kolkata,19356000,818,50% off,144,NO,7
OYO Flagship Hotel The Buddha Fooding And Lodging,"Near Samabayika Behala, Kolkata",Kolkata,19356000,701,65% off,7398,NO,6
Super OYO Townhouse Hotel Vrindavan,"AA-027 Salt Lake Sector 1 1st Cross Road PNB Island Bus Stop Bidhannagar Ultadanga Kolkata 700064, West Bengal",Kolkata,19356000,924,53% off,7,NO,6
Collection O Rest In Near Saltlake,"Near Newtown Bus stand , Kolkata",Kolkata,19356000,742,37% off,127,NO,2
Flagship 78299 White Stone Hospitality,Aminia Restaurant Back Side Chinar Park Crossing Great Eastern Kolkata Airport,Kolkata,19356000,957,53% off,161,NO,8
Collection O 812085 Hotel 7dayz Inn Near City Centre 2,"West Bengal, Kolkata",Kolkata,19356000,1013,24% off,69,NO,7
Collection O 812607 Hotel G.N Palace,"Bara Bazar, Kolkata",Kolkata,19356000,974,55% off,107,NO,6
Flagship Divya Jyoti Inn Near RDB Cinemas,"AI 87 Street No 23 Action Area 1 Newtown, Rajarhat",Kolkata,19356000,743,11% off,77,NO,5
OYO Flagship 70403 Chinar Inn,"Behind Shree Shree Bholanath Kali Temple, Kolkata",Kolkata,19356000,839,56% off,130,NO,4
OYO Hotel Padmavati Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",Kolkata,19356000,882,33% off,24,NO,7
OYO Flagship 81584 Hotel Swagatam,"Rajarhat, Kolkata",Kolkata,19356000,740,35% off,129,NO,4
Collection O 64870 Hotel Holiday Science City,SANJHA CHULHA RESTAURANT SCIENCE CITY EM BYE PASS,Kolkata,19356000,775,16% off,1,NO,1
OYO Comfort Stays,"Rajarhat, Kolkata",Kolkata,19356000,636,53% off,35,NO,8
Flagship Heritage Inn Near City Centre Salt Lake,"Salt Lake, Kolkata",Kolkata,19356000,679,24% off,22,NO,5
OYO Flagship 78267 City Inn,Avisar Spencer Kalikapur,Kolkata,19356000,828,28% off,16,NO,9
Collection O 76651 Dovers Inn,"Opp Gariahat Police Station, Kolkata",Kolkata,19356000,918,42% off,23,NO,3
Capital O Hotel Heritage Near VIP Road,"VIP Rd, Beside Spandhan Hospital, Raghunathpur, Tegharia Netaji International Airport, Rajarhat, Kolkata, West Bengal  700059",Kolkata,19356000,841,47% off,21,NO,5
Collection O Tulsi Palace,", Kolkata",Kolkata,19356000,670,53% off,53,NO,9
OYO Flagship 812166 Moon Regency ,"Sector 2, Kolkata",Kolkata,19356000,1082,35% off,671,NO,4
OYO Pratiksha Guest House Near City Centre Salt Lake,"Bangur Avenue Block B, Kolkata Kolkata West Bengal India 700055",Kolkata,19356000,969,11% off,234,NO,4
Townhouse 1210 Brill Rooms Inn,"Action Area 1A, Kolkata",Kolkata,19356000,1032,21% off,778,NO,6
Collection o 82136 Elite Stay,AL283 Al block salt lake sector 2 KOLKATA.,Kolkata,19356000,682,34% off,286,NO,2
OYO Flagship Trivedi Inn Near Ruby Hospital,"Kasba, Kolkata",Kolkata,19356000,911,59% off,104,NO,10
Super OYO Flagship Mourigram Near Andul Rd,"Howrah, Kolkata",Kolkata,19356000,695,49% off,757,NO,3
Flagship Sammy Hospitality,"Salt Lake, Kolkata",Kolkata,19356000,931,43% off,527,NO,6
Flagship Ankita Guest House,"Near Gst Bhawan, Kolkata",Kolkata,19356000,1047,66% off,371,NO,7
OYO Karunamoyee Guest House Near City Centre Salt Lake,"Karunamoyee Bus Terminal, Bidhannagar, Kolkata",Kolkata,19356000,891,26% off,514,NO,4
OYO Smriti Villa Residency,"Sector IIInull, Kolkata",Kolkata,19356000,1074,11% off,710,NO,1
OYO Sima Inn Guest House Near City Centre Salt Lake,"Near Near Salt Lake, Sector 2, Kolkata",Kolkata,19356000,668,30% off,769,NO,7
Flagship Chinar Heavens Near Netaji Subhash Chandra Bose International Airport,"AS/267, KAIKHALI, CHINAR PARK, P.O. - AIRPORT, KOLKATA - 700052",Kolkata,19356000,929,41% off,397,NO,3
Flagship Scholars Motel  guest House) Near St. Thomas's Church,"Esplanade, Kolkata",Kolkata,19356000,1092,50% off,888,NO,4
Flagship H B Guest House,"Near Ruby Hospital, Kolkata",Kolkata,19356000,1053,48% off,454,NO,10
OYO Smriti Villa Near City Centre Salt Lake,"GD-138, GD MARKET, Near NIH, Salt Lake",Kolkata,19356000,726,26% off,647,NO,9
SPOT ON Swapna Guest House Near Birla Mandir,"1 No Hatgachia Dhapa Road Kolkata Behind Itc Sonar Bangla Hotel And Beside Milan Mela Prangan, Kolkata",Kolkata,19356000,705,10% off,644,NO,5
Flagship 7 Div Guest House Near City Centre Salt Lake,"CK 109 Near Saltlake Sector 2, 9 No Water Tank  Karunamayee Bus Stop",Kolkata,19356000,932,47% off,623,NO,1
Flagship New Silver Inn,"Near Tagore Park, Tijala, Kolkata",Kolkata,19356000,823,10% off,512,NO,5
Flagship Tinker Bell Near Acropolis Mall,"Mukundapur, Kolkata",Kolkata,19356000,796,69% off,716,NO,5
OYO Flagship Hotel Suleman Palace Near St. Thomas's Church,"Bux Lane, Kolkata",Kolkata,19356000,1020,56% off,108,NO,1
Flagship Rakhakali Guest House Fooding And Loding,"near Shalimar station ticket counter , Kolkata",Kolkata,19356000,825,34% off,161,NO,4
Flagship Kajali Guest House Near Birla Mandir,"Near Bosepukur, Kasba, Kolkata",Kolkata,19356000,897,25% off,289,NO,8
